FlowDataID,FlowReadingValue,FlowStationLocation/Description,FlowStationLocation/Direction,FlowStationLocation/Latitude,FlowStationLocation/Longitude,FlowStationLocation/MilePost,FlowStationLocation/RoadName,Region,StationName,Time
6565,1,Unknown,NB,47.510383415,-122.28333357,158.21,005,Olympic,005es15821,/Date(1746901882000-0700)/
2486,1,S Victor St,NB,47.510390327,-122.283336645,158.21,005,Northwest,005es15821,/Date(1746901942000-0700)/
6709,0,Unknown,NB,47.513487582,-122.285686112,158.45,005,Olympic,005es15845,/Date(1746901882000-0700)/
1450,0,S Norfolk St,NB,47.513487582,-122.285686112,158.45,005,Northwest,005es15845,/Date(1746901942000-0700)/
1451,1,S Norfolk St,SB,47.513476689,-122.286084158,158.45,005,Northwest,005es15845,/Date(1746901942000-0700)/
6711,1,Unknown,SB,47.513476689,-122.286084158,158.45,005,Olympic,005es15845,/Date(1746901882000-0700)/
6713,1,Unknown,NB,47.519735407,-122.289569069,158.92,005,Olympic,005es15892,/Date(1746901882000-0700)/
1453,1,S Benefit St,NB,47.519735407,-122.289569069,158.92,005,Northwest,005es15892,/Date(1746901942000-0700)/
1455,1,S Benefit St,SB,47.519683814,-122.28991763,158.92,005,Northwest,005es15892,/Date(1746901942000-0700)/
6715,1,Unknown,SB,47.519683814,-122.28991763,158.92,005,Olympic,005es15892,/Date(1746901882000-0700)/
6568,1,Unknown,NB,47.523662298,-122.291138473,159.2,005,Olympic,005es15920,/Date(1746901882000-0700)/
2487,1,"Henderson St, NB",NB,47.523662298,-122.291138473,159.2,005,Northwest,005es15920,/Date(1746901942000-0700)/
6717,1,Unknown,NB,47.528889381,-122.293022513,159.57,005,Olympic,005es15957,/Date(1746901882000-0700)/
1458,1,S Thistle St,NB,47.528889381,-122.293022513,159.57,005,Northwest,005es15957,/Date(1746901942000-0700)/
1459,1,S Thistle St,SB,47.528727961,-122.293702317,159.57,005,Northwest,005es15957,/Date(1746901942000-0700)/
6719,1,Unknown,SB,47.528727961,-122.293702317,159.57,005,Olympic,005es15957,/Date(1746901882000-0700)/
6721,1,Unknown,NB,47.534224856,-122.295585699,159.96,005,Olympic,005es15996,/Date(1746901882000-0700)/
1461,1,S Holden St,NB,47.534224856,-122.295585699,159.96,005,Northwest,005es15996,/Date(1746901942000-0700)/
1464,1,S Holden St,SB,47.533923599,-122.296273201,159.96,005,Northwest,005es15996,/Date(1746901942000-0700)/
6723,1,Unknown,SB,47.533923586,-122.296273194,159.96,005,Olympic,005es15996,/Date(1746901882000-0700)/
6569,1,Unknown,NB,47.539547279,-122.300802225,160.4,005,Olympic,005es16040,/Date(1746901882000-0700)/
2488,1,"S Myrtle St, NB",NB,47.539547279,-122.300802225,160.4,005,Northwest,005es16040,/Date(1746901942000-0700)/
6725,1,Unknown,NB,47.542296379,-122.303997189,160.64,005,Olympic,005es16064,/Date(1746901882000-0700)/
1465,1,S Holly St,NB,47.542296379,-122.303997189,160.64,005,Northwest,005es16064,/Date(1746901942000-0700)/
1467,1,S Holly St,SB,47.541919354,-122.304548088,160.64,005,Northwest,005es16064,/Date(1746901942000-0700)/
6727,1,Unknown,SB,47.541919354,-122.304548088,160.64,005,Olympic,005es16064,/Date(1746901882000-0700)/
6571,1,Unknown,NB,47.546128796,-122.308130417,160.97,005,Olympic,005es16097,/Date(1746901882000-0700)/
2489,1,S Graham St,NB,47.546128796,-122.308130417,160.97,005,Northwest,005es16097,/Date(1746901942000-0700)/
6729,1,Unknown,SB,47.547049103,-122.309812279,161.07,005,Olympic,005es16107,/Date(1746901882000-0700)/
1470,1,Michigan St-SB,SB,47.547049103,-122.309812279,161.07,005,Northwest,005es16107,/Date(1746901942000-0700)/
1471,1,Swift Ave-NB,NB,47.548468238,-122.31157903,161.2,005,Northwest,005es16120,/Date(1746901942000-0700)/
6731,1,Unknown,NB,47.548468238,-122.31157903,161.2,005,Olympic,005es16120,/Date(1746901882000-0700)/
6733,1,Unknown,NB,47.551029473,-122.315796409,161.47,005,Olympic,005es16147,/Date(1746901882000-0700)/
1473,1,Michigan St-NB,NB,47.551029473,-122.315796409,161.47,005,Northwest,005es16147,/Date(1746901942000-0700)/
1475,1,S Pearl St,NB,47.556183441,-122.319481153,161.86,005,Northwest,005es16186,/Date(1746901942000-0700)/
6735,1,Unknown,NB,47.556183441,-122.319481153,161.86,005,Olympic,005es16186,/Date(1746901882000-0700)/
6737,1,Unknown,SB,47.556136651,-122.319961888,161.86,005,Olympic,005es16186,/Date(1746901882000-0700)/
1477,1,S Pearl St,SB,47.556112442,-122.319943835,161.86,005,Northwest,005es16186,/Date(1746901942000-0700)/
8026,1,S Ferdinand St,SB,47.558533539,-122.321560838,162.04,005,Northwest,005es16204,/Date(1746901942000-0700)/
1479,0,S Oregon St,NB,47.563159226,-122.321180276,162.37,005,Northwest,005es16237,/Date(1746901942000-0700)/
6739,0,Unknown,NB,47.563154107,-122.321181535,162.37,005,Olympic,005es16237,/Date(1746901882000-0700)/
6740,0,Unknown,SB,47.56326401,-122.32169998,162.37,005,Olympic,005es16237,/Date(1746901882000-0700)/
1481,0,S Oregon St,SB,47.56326401,-122.32169998,162.37,005,Northwest,005es16237,/Date(1746901942000-0700)/
6743,1,Unknown,NB,47.568203558,-122.320252238,162.72,005,Olympic,005es16272,/Date(1746901882000-0700)/
2403,1,Columbian Way-SB,NB,47.568246493,-122.320244741,162.72,005,Northwest,005es16272,/Date(1746901942000-0700)/
6741,1,Unknown,SB,47.568342,-122.320601003,162.72,005,Olympic,005es16272,/Date(1746901882000-0700)/
5929,1,Columbian Way-SB,SB,47.568342,-122.320601003,162.72,005,Northwest,005es16272,/Date(1746901942000-0700)/
1485,1,S Spokane St,NB,47.572578289,-122.31984092,163.02,005,Northwest,005es16302,/Date(1746901942000-0700)/
6745,1,Unknown,NB,47.572537373,-122.319881064,163.02,005,Olympic,005es16302,/Date(1746901882000-0700)/
6746,1,Unknown,SB,47.572409752,-122.320129041,163.02,005,Olympic,005es16302,/Date(1746901882000-0700)/
1487,1,S Spokane St,SB,47.572419311,-122.320129341,163.02,005,Northwest,005es16302,/Date(1746901942000-0700)/
1490,1,Columbian Way-NB,NB,47.575057806,-122.319710934,163.19,005,Northwest,005es16319,/Date(1746901942000-0700)/
7961,1,Unknown,NB,47.575059168,-122.319706809,163.19,005,Olympic,005es16319,/Date(1746901882000-0700)/
6574,0,Unknown,NB,47.583338031,-122.319765621,163.77,005,Olympic,005es16377,/Date(1746901882000-0700)/
2490,0,"S Walker St, NB",NB,47.58353077,-122.319797645,163.77,005,Northwest,005es16377,/Date(1746901942000-0700)/
2491,0,"S Holgate St, NB",NB,47.585987126,-122.320067797,163.95,005,Northwest,005es16395,/Date(1746901942000-0700)/
6575,0,Unknown,NB,47.585965194,-122.320065937,163.95,005,Olympic,005es16395,/Date(1746901882000-0700)/
6576,0,Unknown,SB,47.586142525,-122.320376876,163.96,005,Olympic,005es16396,/Date(1746901882000-0700)/
1493,0,"S Holgate St, SB",SB,47.586142525,-122.320376876,163.96,005,Northwest,005es16396,/Date(1746901942000-0700)/
6577,0,Unknown,NB,47.590446876,-122.320866879,164.26,005,Olympic,005es16426,/Date(1746901882000-0700)/
2492,0,S Atlantic St,NB,47.590677784,-122.320916446,164.26,005,Northwest,005es16426,/Date(1746901942000-0700)/
6749,2,Unknown,NB,47.596125919,-122.320239532,164.66,005,Olympic,005es16466,/Date(1746901882000-0700)/
1499,2,4th/Dearborn-NB,NB,47.596125919,-122.320239532,164.66,005,Northwest,005es16466,/Date(1746901942000-0700)/
1501,0,4th/Dearborn-NB,SB,47.59610929,-122.320545781,164.66,005,Northwest,005es16466,/Date(1746901942000-0700)/
6750,0,Unknown,SB,47.59610929,-122.320545781,164.66,005,Olympic,005es16466,/Date(1746901882000-0700)/
6752,2,Unknown,NB,47.601963651,-122.324820704,165.13,005,Olympic,005es16513,/Date(1746901882000-0700)/
4687,1,Yesler Way,NB,47.601948284,-122.324801465,165.13,005,Northwest,005es16513,/Date(1746901942000-0700)/
1510,2,Yesler Way,SB,47.601909422,-122.325170471,165.13,005,Northwest,005es16513,/Date(1746901942000-0700)/
6753,2,Unknown,SB,47.601945957,-122.325218012,165.13,005,Olympic,005es16513,/Date(1746901882000-0700)/
6755,2,Unknown,NB,47.606552185,-122.32921283,165.51,005,Olympic,005es16551,/Date(1746901882000-0700)/
1515,2,Marion St,NB,47.606694357,-122.329337653,165.51,005,Northwest,005es16551,/Date(1746901942000-0700)/
1513,1,Marion St,SB,47.606457646,-122.329593866,165.51,005,Northwest,005es16551,/Date(1746901942000-0700)/
6757,1,Unknown,SB,47.60645515,-122.329581769,165.51,005,Olympic,005es16551,/Date(1746901882000-0700)/
6760,0,Unknown,SB,47.611224721,-122.331213085,165.83,005,Olympic,005es16583,/Date(1746901882000-0700)/
1521,0,University St-NB,SB,47.611224721,-122.331213085,165.83,005,Northwest,005es16583,/Date(1746901942000-0700)/
1528,1,Olive Way-NB,SB,47.619071177,-122.328630915,166.4,005,Northwest,005es16640,/Date(1746901942000-0700)/
6762,1,Unknown,SB,47.619068082,-122.328646421,166.4,005,Olympic,005es16640,/Date(1746901882000-0700)/
4529,0,Mercer St-NB [1],SB,47.62771356,-122.328594808,167.01,005,Northwest,005es16701,/Date(1746901942000-0700)/
7542,0,Unknown,SB,47.62771356,-122.328594808,167.01,005,Olympic,005es16701,/Date(1746901882000-0700)/
7980,4,Unknown,NB,47.628274751,-122.327636511,167.04,005,Olympic,005es16704,/Date(1746901882000-0700)/
5201,4,Mercer St-NB [2],NB,47.628274751,-122.327636511,167.04,005,Northwest,005es16704,/Date(1746901942000-0700)/
1537,1,E Galer St,NB,47.631680672,-122.324461697,167.32,005,Northwest,005es16732,/Date(1746901942000-0700)/
6763,1,Unknown,NB,47.631702761,-122.324443394,167.32,005,Olympic,005es16732,/Date(1746901882000-0700)/
6765,1,Unknown,SB,47.631802441,-122.32510544,167.32,005,Olympic,005es16732,/Date(1746901882000-0700)/
1538,1,E Galer St,SB,47.631799031,-122.325105744,167.32,005,Northwest,005es16732,/Date(1746901942000-0700)/
1541,3,Boylston Ave-SB,NB,47.635035448,-122.322973197,167.56,005,Northwest,005es16756,/Date(1746901942000-0700)/
6766,3,Unknown,NB,47.635035448,-122.322973197,167.56,005,Olympic,005es16756,/Date(1746901882000-0700)/
6768,1,Unknown,NB,47.641572988,-122.322563428,168.02,005,Olympic,005es16802,/Date(1746901882000-0700)/
1545,1,E Roanoke St,NB,47.641572813,-122.322559797,168.02,005,Northwest,005es16802,/Date(1746901942000-0700)/
1548,1,E Roanoke St,SB,47.641671738,-122.323273417,168.02,005,Northwest,005es16802,/Date(1746901942000-0700)/
6770,1,Unknown,SB,47.641671103,-122.32327345,168.02,005,Olympic,005es16802,/Date(1746901882000-0700)/
6771,1,Unknown,NB,47.646205439,-122.322443087,168.31,005,Olympic,005es16831,/Date(1746901882000-0700)/
1554,1,E Hamlin St,NB,47.646170453,-122.322438464,168.31,005,Northwest,005es16831,/Date(1746901942000-0700)/
6773,1,Unknown,SB,47.646187744,-122.322939705,168.31,005,Olympic,005es16831,/Date(1746901882000-0700)/
1553,1,E Hamlin St,SB,47.646187744,-122.322939705,168.31,005,Northwest,005es16831,/Date(1746901942000-0700)/
6774,2,Unknown,NB,47.653730944,-122.322370144,168.85,005,Olympic,005es16885,/Date(1746901882000-0700)/
1555,3,Ship Canal Br,NB,47.653730638,-122.322355744,168.85,005,Northwest,005es16885,/Date(1746901942000-0700)/
1556,2,Ship Canal Br,SB,47.653844882,-122.322578403,168.85,005,Northwest,005es16885,/Date(1746901942000-0700)/
6775,2,Unknown,SB,47.653844871,-122.322596476,168.85,005,Olympic,005es16885,/Date(1746901882000-0700)/
6778,1,Unknown,SB,47.658584659,-122.3226319,169.19,005,Olympic,005es16919,/Date(1746901882000-0700)/
5921,1,NE 45th St-SB,SB,47.658584659,-122.3226319,169.19,005,Northwest,005es16919,/Date(1746901942000-0700)/
6776,0,Unknown,NB,47.658719721,-122.322129937,169.2,005,Olympic,005es16920,/Date(1746901882000-0700)/
1557,0,"NE 42nd St, NB",NB,47.658719656,-122.322130775,169.2,005,Northwest,005es16920,/Date(1746901942000-0700)/
6781,1,Unknown,NB,47.673888828,-122.320874298,170.25,005,Olympic,005es17025,/Date(1746901882000-0700)/
1568,1,NE 63rd St,NB,47.673888828,-122.320874298,170.25,005,Northwest,005es17025,/Date(1746901942000-0700)/
6783,0,Unknown,SB,47.674182802,-122.321465047,170.25,005,Olympic,005es17025,/Date(1746901882000-0700)/
1567,0,NE 63rd St,SB,47.674182802,-122.321465047,170.25,005,Northwest,005es17025,/Date(1746901942000-0700)/
6784,1,Unknown,SB,47.680982052,-122.321204795,170.75,005,Olympic,005es17075,/Date(1746901882000-0700)/
1569,1,"Lake City Wy, SB",SB,47.680979626,-122.321204459,170.75,005,Northwest,005es17075,/Date(1746901942000-0700)/
4628,0,NE 85th St-SB,NB,47.687790762,-122.327264827,171.31,005,Northwest,005es17131,/Date(1746901942000-0700)/
6788,0,Unknown,NB,47.687787907,-122.327261853,171.31,005,Olympic,005es17131,/Date(1746901882000-0700)/
6787,1,Unknown,SB,47.687804381,-122.327798961,171.31,005,Olympic,005es17131,/Date(1746901882000-0700)/
5923,1,NE 85th St-SB,SB,47.687804381,-122.327798961,171.31,005,Northwest,005es17131,/Date(1746901942000-0700)/
1580,1,N 88th St,SB,47.692147228,-122.329510012,171.62,005,Northwest,005es17162,/Date(1746901942000-0700)/
6790,1,Unknown,SB,47.692140335,-122.329510171,171.62,005,Olympic,005es17162,/Date(1746901882000-0700)/
6792,1,Unknown,NB,47.699457558,-122.329182825,172.15,005,Olympic,005es17215,/Date(1746901882000-0700)/
1584,2,N 97th St,NB,47.699457558,-122.329182825,172.15,005,Northwest,005es17215,/Date(1746901942000-0700)/
1585,1,N 97th St,SB,47.69970138,-122.330033309,172.15,005,Northwest,005es17215,/Date(1746901942000-0700)/
6793,1,Unknown,SB,47.699701878,-122.33003337,172.15,005,Olympic,005es17215,/Date(1746901882000-0700)/
6798,0,Unknown,NB,47.706594121,-122.329655605,172.64,005,Olympic,005es17264,/Date(1746901882000-0700)/
1590,0,N 107th St-SB,NB,47.706556612,-122.329662239,172.64,005,Northwest,005es17264,/Date(1746901942000-0700)/
1593,1,N 107th St-SB,SB,47.706644859,-122.33003567,172.64,005,Northwest,005es17264,/Date(1746901942000-0700)/
6796,1,Unknown,SB,47.706644948,-122.330039694,172.64,005,Olympic,005es17264,/Date(1746901882000-0700)/
6799,1,Unknown,SB,47.710191222,-122.329871567,172.88,005,Olympic,005es17288,/Date(1746901882000-0700)/
1594,1,N 110th St-SB,SB,47.710191166,-122.329871264,172.88,005,Northwest,005es17288,/Date(1746901942000-0700)/
1597,1,Northgate-NB,NB,47.710262563,-122.329479047,172.89,005,Northwest,005es17289,/Date(1746901942000-0700)/
6801,1,Unknown,NB,47.710262563,-122.329479047,172.89,005,Olympic,005es17289,/Date(1746901882000-0700)/
6803,1,Unknown,NB,47.715309093,-122.32579813,173.28,005,Olympic,005es17328,/Date(1746901882000-0700)/
1599,1,NE 120th St,NB,47.715309093,-122.32579813,173.28,005,Northwest,005es17328,/Date(1746901942000-0700)/
1601,1,NE 120th St,SB,47.715420201,-122.326035054,173.28,005,Northwest,005es17328,/Date(1746901942000-0700)/
6805,1,Unknown,SB,47.715412812,-122.326040997,173.28,005,Olympic,005es17328,/Date(1746901882000-0700)/
5947,0,NE 120th St,NB,47.715438104,-122.325692387,173.29,005,Northwest,005es17329,/Date(1746901942000-0700)/
7828,0,Unknown,NB,47.715438104,-122.325692387,173.29,005,Olympic,005es17329,/Date(1746901882000-0700)/
7830,0,Unknown,SB,47.715537526,-122.325940688,173.29,005,Olympic,005es17329,/Date(1746901882000-0700)/
5949,0,NE 120th St,SB,47.715537526,-122.325940688,173.29,005,Northwest,005es17329,/Date(1746901942000-0700)/
1604,1,NE 130th St-SB,NB,47.721978573,-122.324200551,173.75,005,Northwest,005es17375,/Date(1746901942000-0700)/
6809,1,Unknown,NB,47.72197864,-122.324206638,173.75,005,Olympic,005es17375,/Date(1746901882000-0700)/
6807,1,Unknown,SB,47.721972904,-122.324481643,173.75,005,Olympic,005es17375,/Date(1746901882000-0700)/
1605,1,NE 130th St-SB,SB,47.721972914,-122.324475218,173.75,005,Northwest,005es17375,/Date(1746901942000-0700)/
1607,1,NE 137th St,NB,47.728025412,-122.324160847,174.16,005,Northwest,005es17416,/Date(1746901942000-0700)/
6813,1,Unknown,NB,47.727990957,-122.324166676,174.16,005,Olympic,005es17416,/Date(1746901882000-0700)/
1610,0,NE 137th St,SB,47.728160025,-122.324424708,174.16,005,Northwest,005es17416,/Date(1746901942000-0700)/
6812,0,Unknown,SB,47.72815999,-122.324420486,174.16,005,Olympic,005es17416,/Date(1746901882000-0700)/
6817,1,Unknown,NB,47.73407117,-122.324750705,174.58,005,Olympic,005es17458,/Date(1746901882000-0700)/
1613,1,NE 145th St-NB,NB,47.73407117,-122.324750705,174.58,005,Northwest,005es17458,/Date(1746901942000-0700)/
1611,1,"NE 145th St, SB",SB,47.734369645,-122.325141744,174.6,005,Northwest,005es17460,/Date(1746901942000-0700)/
6814,1,Unknown,SB,47.734369645,-122.325141744,174.6,005,Olympic,005es17460,/Date(1746901882000-0700)/
1616,1,NE 155th St,NB,47.740866058,-122.328680172,175.08,005,Northwest,005es17508,/Date(1746901942000-0700)/
6818,1,Unknown,NB,47.740866058,-122.328680172,175.08,005,Olympic,005es17508,/Date(1746901882000-0700)/
6820,1,Unknown,SB,47.740808601,-122.328970042,175.08,005,Olympic,005es17508,/Date(1746901882000-0700)/
1617,1,NE 155th St,SB,47.740808989,-122.328968418,175.08,005,Northwest,005es17508,/Date(1746901942000-0700)/
1619,1,N Metro Base-SB,NB,47.746766807,-122.329126039,175.51,005,Northwest,005es17551,/Date(1746901942000-0700)/
6824,1,Unknown,NB,47.746766807,-122.329126039,175.51,005,Olympic,005es17551,/Date(1746901882000-0700)/
1621,1,N Metro Base-SB,SB,47.746791866,-122.329422697,175.51,005,Northwest,005es17551,/Date(1746901942000-0700)/
6822,1,Unknown,SB,47.746791866,-122.329422697,175.51,005,Olympic,005es17551,/Date(1746901882000-0700)/
1623,1,NE 175th St-SB,SB,47.75398346,-122.330394965,176.01,005,Northwest,005es17601,/Date(1746901942000-0700)/
6826,1,Unknown,SB,47.75398346,-122.330394965,176.01,005,Olympic,005es17601,/Date(1746901882000-0700)/
6828,1,Unknown,NB,47.763522274,-122.323457221,176.74,005,Olympic,005es17674,/Date(1746901882000-0700)/
1627,1,NE 185th St,NB,47.763529704,-122.323455159,176.74,005,Northwest,005es17674,/Date(1746901942000-0700)/
4708,1,NE 185th St,SB,47.763524512,-122.323808705,176.74,005,Northwest,005es17674,/Date(1746901942000-0700)/
6829,1,Unknown,SB,47.76352452,-122.323805668,176.74,005,Olympic,005es17674,/Date(1746901882000-0700)/
6830,1,Unknown,NB,47.770381459,-122.321372893,177.22,005,Olympic,005es17722,/Date(1746901882000-0700)/
1631,1,NE 195th St,NB,47.770381459,-122.321372893,177.22,005,Northwest,005es17722,/Date(1746901942000-0700)/
1633,1,NE 195th St,SB,47.770388307,-122.321737986,177.22,005,Northwest,005es17722,/Date(1746901942000-0700)/
6831,1,Unknown,SB,47.770388056,-122.321738165,177.22,005,Olympic,005es17722,/Date(1746901882000-0700)/
6835,1,Unknown,NB,47.777235865,-122.317754453,177.74,005,Olympic,005es17774,/Date(1746901882000-0700)/
1636,1,NE 205th St-SB,NB,47.777235865,-122.317754453,177.74,005,Northwest,005es17774,/Date(1746901942000-0700)/
5151,1,NE 205th St-SB,SB,47.777268369,-122.318100481,177.74,005,Northwest,005es17774,/Date(1746901942000-0700)/
6833,1,Unknown,SB,47.777255957,-122.318104901,177.74,005,Olympic,005es17774,/Date(1746901882000-0700)/
6837,1,Unknown,SB,47.777395755,-122.318073554,177.75,005,Olympic,005es17775,/Date(1746901882000-0700)/
4605,1,244/236th Sts-SB,SB,47.777408675,-122.318070822,177.75,005,Northwest,005es17775,/Date(1746901942000-0700)/
1642,1,SR 104-NB,NB,47.784717076,-122.316145322,178.26,005,Northwest,005es17826,/Date(1746901942000-0700)/
6839,1,Unknown,NB,47.784717129,-122.31614628,178.26,005,Olympic,005es17826,/Date(1746901882000-0700)/
6841,1,Unknown,SB,47.784719784,-122.316620952,178.26,005,Olympic,005es17826,/Date(1746901882000-0700)/
1643,1,SR 104-NB,SB,47.784719784,-122.316620952,178.26,005,Northwest,005es17826,/Date(1746901942000-0700)/
1647,1,228th St SW,NB,47.791824433,-122.31608896,178.75,005,Northwest,005es17875,/Date(1746901942000-0700)/
6843,1,Unknown,NB,47.791824433,-122.31608896,178.75,005,Olympic,005es17875,/Date(1746901882000-0700)/
6845,1,Unknown,SB,47.791948312,-122.316615702,178.75,005,Olympic,005es17875,/Date(1746901882000-0700)/
1650,1,228th St SW,SB,47.791948312,-122.316615702,178.75,005,Northwest,005es17875,/Date(1746901942000-0700)/
1651,1,220th St SW-SB,SB,47.799074896,-122.314991593,179.26,005,Northwest,005es17926,/Date(1746901942000-0700)/
6847,1,Unknown,SB,47.799074896,-122.314991593,179.26,005,Olympic,005es17926,/Date(1746901882000-0700)/
6849,1,Unknown,NB,47.799201632,-122.314397561,179.27,005,Olympic,005es17927,/Date(1746901882000-0700)/
1653,1,220th St SW-NB,NB,47.799202013,-122.314401084,179.27,005,Northwest,005es17927,/Date(1746901942000-0700)/
1656,1,213th St SW,NB,47.805019703,-122.308567941,179.76,005,Northwest,005es17976,/Date(1746901942000-0700)/
6851,1,Unknown,NB,47.80501871,-122.308566911,179.76,005,Olympic,005es17976,/Date(1746901882000-0700)/
6853,1,Unknown,SB,47.805108735,-122.309251137,179.76,005,Olympic,005es17976,/Date(1746901882000-0700)/
1657,1,213th St SW,SB,47.805108735,-122.309251137,179.76,005,Northwest,005es17976,/Date(1746901942000-0700)/
1659,1,208th St SW,NB,47.80871865,-122.301655784,180.17,005,Northwest,005es18017,/Date(1746901942000-0700)/
6855,1,Unknown,NB,47.808718179,-122.301655058,180.17,005,Olympic,005es18017,/Date(1746901882000-0700)/
6857,2,Unknown,SB,47.809027302,-122.301911358,180.17,005,Olympic,005es18017,/Date(1746901882000-0700)/
1661,1,208th St SW,SB,47.809038234,-122.301871713,180.17,005,Northwest,005es18017,/Date(1746901942000-0700)/
1663,1,44th Ave W-SB,NB,47.813079956,-122.293461963,180.66,005,Northwest,005es18066,/Date(1746901942000-0700)/
6861,1,Unknown,NB,47.813076516,-122.293457436,180.66,005,Olympic,005es18066,/Date(1746901882000-0700)/
6859,2,Unknown,SB,47.813456669,-122.293598744,180.66,005,Olympic,005es18066,/Date(1746901882000-0700)/
1665,3,44th Ave W-SB,SB,47.813454747,-122.293602346,180.66,005,Northwest,005es18066,/Date(1746901942000-0700)/
1667,2,196th St SW-SB,SB,47.816974345,-122.287025561,181.06,005,Northwest,005es18106,/Date(1746901942000-0700)/
6863,1,Unknown,SB,47.816974345,-122.287025561,181.06,005,Olympic,005es18106,/Date(1746901882000-0700)/
6865,1,Unknown,NB,47.817533689,-122.285107468,181.15,005,Olympic,005es18115,/Date(1746901882000-0700)/
1670,1,40th Ave W,NB,47.817533704,-122.28510751,181.15,005,Northwest,005es18115,/Date(1746901942000-0700)/
1673,1,Ald Mall Pkwy-NB,NB,47.821212281,-122.278221669,181.56,005,Northwest,005es18156,/Date(1746901942000-0700)/
6867,1,Unknown,NB,47.821212281,-122.278221669,181.56,005,Olympic,005es18156,/Date(1746901882000-0700)/
6869,2,Unknown,SB,47.821232733,-122.279016882,181.56,005,Olympic,005es18156,/Date(1746901882000-0700)/
4711,2,Ald Mall Pkwy-NB,SB,47.821232733,-122.279016882,181.56,005,Northwest,005es18156,/Date(1746901942000-0700)/
1677,1,196th St SW-NB,NB,47.822456943,-122.275867501,181.7,005,Northwest,005es18170,/Date(1746901942000-0700)/
6871,1,Unknown,NB,47.822456836,-122.275867702,181.7,005,Olympic,005es18170,/Date(1746901882000-0700)/
6873,1,Unknown,NB,47.825451137,-122.270271726,182.04,005,Olympic,005es18204,/Date(1746901882000-0700)/
1679,1,28th Ave W,NB,47.825451137,-122.270271726,182.04,005,Northwest,005es18204,/Date(1746901942000-0700)/
4542,1,Swamp Creek-SB,SB,47.82634116,-122.269429353,182.11,005,Northwest,005es18211,/Date(1746901942000-0700)/
7556,1,Unknown,SB,47.82634116,-122.269429353,182.11,005,Olympic,005es18211,/Date(1746901882000-0700)/
7557,1,Unknown,SB,47.831993001,-122.262782782,182.62,005,Olympic,005es18262,/Date(1746901882000-0700)/
4540,1,"Alderwood, SB",SB,47.832014587,-122.262770774,182.62,005,Northwest,005es18262,/Date(1746901942000-0700)/
1685,1,"Alderwood, NB",NB,47.831758883,-122.261938987,182.64,005,Northwest,005es18264,/Date(1746901942000-0700)/
6875,1,Unknown,NB,47.831777943,-122.26193099,182.64,005,Olympic,005es18264,/Date(1746901882000-0700)/
6877,1,Unknown,NB,47.840149366,-122.259721895,183.22,005,Olympic,005es18322,/Date(1746901882000-0700)/
1693,1,175th St SW,NB,47.840149408,-122.259720077,183.22,005,Northwest,005es18322,/Date(1746901942000-0700)/
1696,1,175th St SW,SB,47.840206116,-122.260232719,183.22,005,Northwest,005es18322,/Date(1746901942000-0700)/
6879,1,Unknown,SB,47.84026207,-122.260215432,183.22,005,Olympic,005es18322,/Date(1746901882000-0700)/
6881,1,Unknown,SB,47.848709723,-122.258082251,183.82,005,Olympic,005es18382,/Date(1746901882000-0700)/
1697,1,164th St SW-SB,SB,47.848709723,-122.258082251,183.82,005,Northwest,005es18382,/Date(1746901942000-0700)/
1699,1,164th St SW-NB,NB,47.852034362,-122.256315408,184.06,005,Northwest,005es18406,/Date(1746901942000-0700)/
6883,1,Unknown,NB,47.852029815,-122.256318566,184.06,005,Olympic,005es18406,/Date(1746901882000-0700)/
6885,2,Unknown,NB,47.857385676,-122.251779602,184.49,005,Olympic,005es18449,/Date(1746901882000-0700)/
1702,1,156th St SW,NB,47.857386035,-122.251780594,184.49,005,Northwest,005es18449,/Date(1746901942000-0700)/
1703,1,156th St SW,SB,47.857473785,-122.252319628,184.49,005,Northwest,005es18449,/Date(1746901942000-0700)/
6887,1,Unknown,SB,47.857473804,-122.252319786,184.49,005,Olympic,005es18449,/Date(1746901882000-0700)/
6889,1,Unknown,NB,47.864699874,-122.245799702,185.07,005,Olympic,005es18507,/Date(1746901882000-0700)/
1705,1,148th St SW,NB,47.864699874,-122.245799702,185.07,005,Northwest,005es18507,/Date(1746901942000-0700)/
1707,1,148th St SW,SB,47.86479006,-122.246336705,185.07,005,Northwest,005es18507,/Date(1746901942000-0700)/
6891,1,Unknown,SB,47.86479006,-122.246336706,185.07,005,Olympic,005es18507,/Date(1746901882000-0700)/
6893,1,Unknown,NB,47.870512356,-122.244246672,185.48,005,Olympic,005es18548,/Date(1746901882000-0700)/
1710,1,140th St SW,NB,47.870512356,-122.244246672,185.48,005,Northwest,005es18548,/Date(1746901942000-0700)/
1711,2,140th St SW,SB,47.870601638,-122.244762635,185.48,005,Northwest,005es18548,/Date(1746901942000-0700)/
6895,1,Unknown,SB,47.870601638,-122.244762635,185.48,005,Olympic,005es18548,/Date(1746901882000-0700)/
6897,1,Unknown,NB,47.874487762,-122.242483818,185.77,005,Olympic,005es18577,/Date(1746901882000-0700)/
1713,1,134th St SW,NB,47.874487762,-122.242483818,185.77,005,Northwest,005es18577,/Date(1746901942000-0700)/
1716,1,134th St SW,SB,47.874586958,-122.243037462,185.77,005,Northwest,005es18577,/Date(1746901942000-0700)/
6899,1,Unknown,SB,47.874586958,-122.243037462,185.77,005,Olympic,005es18577,/Date(1746901882000-0700)/
